age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States, >50K
29, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, 1st-4th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States, >50K
44, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, >50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,38, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4386,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,32, United-States, <=50K
71, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Some-college, Separated, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,8614,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Federal-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,8614,0,55, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Female,3418,0,30, United-States, <=50K
46, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,1848,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, Canada, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
57, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
43, Federal-gov, Doctorate, Separated, Prof-specialty, Unmarried, Black, Female,0,0,24, United-States, >50K
57, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
59, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
45, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,55, United-States, >50K
32, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
82, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
50, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2885,0,15, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
56, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,35, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,99999,0,40, United-States, >50K
22, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,78, Thailand, <=50K
54, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,42, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, Laos, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
49, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,53, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
22, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Canada, >50K
54, Federal-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1408,40, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
68, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,35, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
62, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
49, Self-emp-not-inc, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
61, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States, >50K
56, Local-gov, Some-college, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,48, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, England, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, >50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, >50K
54, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,36, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1887,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
19, Without-pay, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
35, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,46, United-States, >50K
52, Local-gov, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,52, United-States, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
