ID,year,mo,month,quarter,st,state,country,product,category,unit_price,unit,amount
1065,2014,1,Jan,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,43,43000
1066,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,6,1200
1067,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,19,2280
1068,2013,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,47,47000
1069,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,16,3200
1070,2013,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,44,5280
1071,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,46,5520
1072,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,36,4320
1073,2013,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,32,32000
1074,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,47,5640
1075,2013,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,3,1500
1076,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,44,5280
1077,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,6,720
1078,2014,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,50,25000
1079,2014,3,Mar,Q1,ON,Ontario,Canada,Tablet,Electronic,500,61,30500
1080,2014,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,40,40000
1081,2013,2,Feb,Q1,WA,Washington,USA,Tablet,Electronic,500,43,21500
1082,2014,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,28,14000
1083,2013,12,Dec,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,49,49000
1084,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,28,3360
1085,2014,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,15,1800
1086,2014,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,61,30500
1087,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,39,4680
1088,2013,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,8,1600
1089,2013,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,30,3600
1090,2013,6,Jun,Q2,QU,Quebec,Canada,Tablet,Electronic,500,46,23000
1091,2014,5,May,Q2,WA,Washington,USA,Mattress,Furniture,800,14,11200
1092,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,9,1080
1093,2014,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,19,2280
1094,2013,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,57,6840
1095,2014,12,Dec,Q4,NY,New York,USA,Printer,Electronic,200,55,11000
1096,2014,10,Oct,Q4,NY,New York,USA,Mattress,Furniture,800,5,4000
1097,2013,2,Feb,Q1,ON,Ontario,Canada,Printer,Electronic,200,33,6600
1098,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,41,4920
1099,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,4,2000
1100,2014,10,Oct,Q4,ON,Ontario,Canada,Tablet,Electronic,500,14,7000
1101,2013,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,22,2640
1102,2014,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,34,34000
1103,2014,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,49,39200
1104,2014,5,May,Q2,CA,California,USA,Printer,Electronic,200,38,7600
1105,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,30,3600
1106,2013,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,30,15000
1107,2014,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,50,50000
1108,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,44,22000
1109,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,18,2160
1110,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,28,3360
1111,2014,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,60,60000
1112,2014,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,6,6000
1113,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,50,25000
1114,2013,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,10,1200
1115,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,16,1920
1116,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,49,5880
1117,2014,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,44,44000
1118,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,46,23000
1119,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,23,23000
1120,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,18,2160
1121,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,27,3240
1122,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,4,4000
1123,2013,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,47,23500
1124,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,51,25500
1125,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,44,5280
1126,2013,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,58,29000
1127,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,64,32000
1128,2013,9,Sep,Q3,CA,California,USA,Printer,Electronic,200,25,5000
1129,2014,10,Oct,Q4,ON,Ontario,Canada,Tablet,Electronic,500,22,11000
1130,2014,12,Dec,Q4,CA,California,USA,Mattress,Furniture,800,41,32800
1131,2013,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,24,24000
1132,2014,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,25,25000
1133,2013,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,44,5280
1134,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,55,6600
1135,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,0,0
1136,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,56,6720
1137,2014,10,Oct,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,19,19000
1138,2014,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,27,27000
1139,2014,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,26,3120
1140,2014,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,61,61000
1141,2013,7,Jul,Q3,QU,Quebec,Canada,Tablet,Electronic,500,16,8000
1142,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,35,4200
1143,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,43,5160
1144,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,60,7200
1145,2014,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,32,3840
1146,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,45,5400
1147,2013,5,May,Q2,QU,Quebec,Canada,Tablet,Electronic,500,65,32500
1148,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,8,960
1149,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,50,6000
1150,2014,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,30,3600
1151,2013,10,Oct,Q4,WA,Washington,USA,Tablet,Electronic,500,13,6500
1152,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,13,1560
1153,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,0,0
1154,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,33,3960
1155,2014,9,Sep,Q3,ON,Ontario,Canada,Mattress,Furniture,800,12,9600
1156,2014,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,16,16000
1157,2013,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,37,29600
1158,2013,12,Dec,Q4,CA,California,USA,Mattress,Furniture,800,32,25600
1159,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,34,4080
1160,2013,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,0,0
1161,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,12,1440
1162,2014,12,Dec,Q4,CA,California,USA,Mattress,Furniture,800,57,45600
1163,2013,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,30,30000
1164,2013,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,56,6720
1165,2013,6,Jun,Q2,ON,Ontario,Canada,Tablet,Electronic,500,34,17000
1166,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,36,36000
1167,2013,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,55,27500
1168,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,19,19000
1169,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,40,8000
1170,2014,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,57,57000
1171,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,59,59000
1172,2013,6,Jun,Q2,WA,Washington,USA,Mattress,Furniture,800,0,0
1173,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,0,0
1174,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,59,7080
1175,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,1,120
1176,2014,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,37,18500
1177,2013,7,Jul,Q3,QU,Quebec,Canada,Chair,Furniture,120,33,3960
1178,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,63,7560
1179,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,7,840
1180,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,45,5400
1181,2014,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,46,23000
1182,2014,9,Sep,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,29,29000
1183,2014,7,Jul,Q3,QU,Quebec,Canada,Mattress,Furniture,800,42,33600
1184,2013,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,14,14000
1185,2013,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,42,21000
1186,2014,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,54,54000
1187,2014,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,34,34000
1188,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,43,5160
1189,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,51,6120
1190,2013,11,Nov,Q4,WA,Washington,USA,Printer,Electronic,200,32,6400
1191,2014,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,34,34000
1192,2014,8,Aug,Q3,CA,California,USA,Printer,Electronic,200,51,10200
1193,2014,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,37,4440
1194,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,59,59000
1195,2014,6,Jun,Q2,QU,Quebec,Canada,Mattress,Furniture,800,50,40000
1196,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,32,3840
1197,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,10,1200
1198,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,40,4800
1199,2013,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,27,13500
1200,2013,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,0,0
1201,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,57,57000
1202,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,12,12000
1203,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,40,4800
1204,2013,3,Mar,Q1,WA,Washington,USA,Laptop,Electronic,1000,21,21000
1205,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,18,2160
1206,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,36,4320
1207,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,53,6360
1208,2013,4,Apr,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,42,42000
1209,2013,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,53,6360
1210,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,6,3000
1211,2014,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,35,17500
1212,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,59,7080
1213,2014,7,Jul,Q3,QU,Quebec,Canada,Chair,Furniture,120,5,600
1214,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,58,6960
1215,2013,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,45,22500
1216,2014,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,56,11200
1217,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,53,6360
1218,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,16,1920
1219,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,23,2760
1220,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,48,5760
1221,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,37,4440
1222,2013,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,15,7500
1223,2013,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,20,10000
1224,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,38,4560
1225,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,1,1000
1226,2013,10,Oct,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,41,41000
1227,2013,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,6,3000
1228,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,52,26000
1229,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,63,7560
1230,2013,12,Dec,Q4,WA,Washington,USA,Tablet,Electronic,500,54,27000
1231,2013,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,0,0
1232,2014,4,Apr,Q2,WA,Washington,USA,Laptop,Electronic,1000,2,2000
1233,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,43,5160
1234,2014,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,25,12500
1235,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,22,11000
1236,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,58,29000
1237,2014,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,40,4800
1238,2014,11,Nov,Q4,NY,New York,USA,Mattress,Furniture,800,45,36000
1239,2014,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,32,32000
1240,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,55,6600
1241,2014,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,54,27000
1242,2013,8,Aug,Q3,QU,Quebec,Canada,Mattress,Furniture,800,66,52800
1243,2014,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,33,16500
1244,2014,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,48,5760
1245,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,7,840
1246,2014,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,58,29000
1247,2014,12,Dec,Q4,WA,Washington,USA,Tablet,Electronic,500,47,23500
1248,2013,12,Dec,Q4,QU,Quebec,Canada,Printer,Electronic,200,15,3000
1249,2014,10,Oct,Q4,WA,Washington,USA,Mattress,Furniture,800,15,12000
1250,2014,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,37,18500
1251,2014,8,Aug,Q3,QU,Quebec,Canada,Printer,Electronic,200,50,10000
1252,2013,11,Nov,Q4,ON,Ontario,Canada,Chair,Furniture,120,4,480
1253,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,0,0
1254,2013,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,13,13000
1255,2014,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,13,6500
1256,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,9,1080
1257,2014,9,Sep,Q3,QU,Quebec,Canada,Chair,Furniture,120,37,4440
1258,2014,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,31,15500
1259,2013,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,47,23500
1260,2013,10,Oct,Q4,QU,Quebec,Canada,Printer,Electronic,200,59,11800
1261,2013,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,21,10500
1262,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,21,2520
1263,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,25,3000
1264,2014,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,2,1600
1265,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,11,5500
1266,2014,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,50,25000
1267,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,23,2760
1268,2013,2,Feb,Q1,QU,Quebec,Canada,Mattress,Furniture,800,55,44000
1269,2013,11,Nov,Q4,WA,Washington,USA,Tablet,Electronic,500,5,2500
1270,2014,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,17,8500
1271,2014,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,59,7080
1272,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,17,2040
1273,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,58,6960
1274,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,43,5160
1275,2014,2,Feb,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,11,11000
1276,2014,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,48,48000
1277,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,64,7680
1278,2013,6,Jun,Q2,QU,Quebec,Canada,Tablet,Electronic,500,19,9500
1279,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,55,6600
1280,2014,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,40,4800
1281,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,30,15000
1282,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,59,7080
1283,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,4,480
1284,2014,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,39,19500
1285,2013,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,9,4500
1286,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,1,500
1287,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,41,4920
1288,2014,4,Apr,Q2,WA,Washington,USA,Laptop,Electronic,1000,22,22000
1289,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,64,7680
1290,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,61,30500
1291,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,30,3600
1292,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,30,3600
1293,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,65,7800
1294,2014,6,Jun,Q2,NY,New York,USA,Mattress,Furniture,800,45,36000
1295,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,28,14000
1296,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,39,4680
1297,2013,5,May,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,32,32000
1298,2013,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,56,28000
1299,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,61,61000
1300,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,3,360
1301,2013,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,56,28000
1302,2014,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,5,1000
1303,2014,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,63,63000
1304,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,21,2520
1305,2013,4,Apr,Q2,QU,Quebec,Canada,Mattress,Furniture,800,26,20800
1306,2014,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,50,25000
1307,2014,12,Dec,Q4,CA,California,USA,Printer,Electronic,200,42,8400
1308,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,55,55000
1309,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,31,3720
1310,2014,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,22,2640
1311,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,38,19000
1312,2013,3,Mar,Q1,WA,Washington,USA,Mattress,Furniture,800,19,15200
1313,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,22,2640
1314,2013,11,Nov,Q4,ON,Ontario,Canada,Mattress,Furniture,800,0,0
1315,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,13,1560
1316,2013,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,56,56000
1317,2014,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,22,11000
1318,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,48,5760
1319,2013,10,Oct,Q4,WA,Washington,USA,Tablet,Electronic,500,34,17000
1320,2014,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,18,18000
1321,2013,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,59,59000
1322,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,43,5160
1323,2014,5,May,Q2,WA,Washington,USA,Chair,Furniture,120,26,3120
1324,2013,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,11,11000
1325,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,32,3840
1326,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,42,5040
1327,2014,8,Aug,Q3,QU,Quebec,Canada,Tablet,Electronic,500,49,24500
1328,2014,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,65,32500
1329,2013,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,4,4000
1330,2014,7,Jul,Q3,NY,New York,USA,Mattress,Furniture,800,18,14400
1331,2014,6,Jun,Q2,CA,California,USA,Mattress,Furniture,800,3,2400
1332,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,11,11000
1333,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,66,7920
1334,2014,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,1,500
1335,2014,3,Mar,Q1,NY,New York,USA,Printer,Electronic,200,51,10200
1336,2014,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,18,18000
1337,2014,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,33,16500
1338,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,7,840
1339,2014,11,Nov,Q4,WA,Washington,USA,Laptop,Electronic,1000,26,26000
1340,2014,11,Nov,Q4,CA,California,USA,Laptop,Electronic,1000,16,16000
1341,2014,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,56,56000
1342,2014,11,Nov,Q4,ON,Ontario,Canada,Tablet,Electronic,500,16,8000
1343,2014,1,Jan,Q1,QU,Quebec,Canada,Mattress,Furniture,800,7,5600
1344,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,51,6120
1345,2013,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,58,29000
1346,2014,9,Sep,Q3,WA,Washington,USA,Mattress,Furniture,800,40,32000
1347,2014,3,Mar,Q1,NY,New York,USA,Printer,Electronic,200,62,12400
1348,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,57,6840
1349,2013,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,52,26000
1350,2014,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,23,2760
1351,2014,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,3,360
1352,2013,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,4,2000
1353,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,60,30000
1354,2013,11,Nov,Q4,CA,California,USA,Mattress,Furniture,800,45,36000
1355,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,43,5160
1356,2014,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,52,6240
1357,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,3,1500
1358,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,54,6480
1359,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,61,61000
1360,2014,10,Oct,Q4,QU,Quebec,Canada,Tablet,Electronic,500,41,20500
1361,2013,8,Aug,Q3,NY,New York,USA,Printer,Electronic,200,27,5400
1362,2014,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,46,23000
1363,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,23,11500
1364,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,31,31000
1365,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,30,15000
1366,2013,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,61,30500
1367,2013,12,Dec,Q4,WA,Washington,USA,Laptop,Electronic,1000,35,35000
1368,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,14,1680
1369,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,35,17500
1370,2014,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,2,2000
1371,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,56,6720
1372,2013,12,Dec,Q4,QU,Quebec,Canada,Printer,Electronic,200,37,7400
1373,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,14,1680
1374,2013,1,Jan,Q1,WA,Washington,USA,Mattress,Furniture,800,63,50400
1375,2014,11,Nov,Q4,CA,California,USA,Laptop,Electronic,1000,36,36000
1376,2014,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,29,3480
1377,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,2,240
1378,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,2,240
1379,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,16,1920
1380,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,24,2880
1381,2014,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,56,6720
1382,2013,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,20,20000
1383,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,54,27000
1384,2014,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,6,720
1385,2013,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,50,25000
1386,2014,11,Nov,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,3,3000
1387,2013,11,Nov,Q4,WA,Washington,USA,Tablet,Electronic,500,52,26000
1388,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,5,600
1389,2014,5,May,Q2,CA,California,USA,Mattress,Furniture,800,16,12800
1390,2013,8,Aug,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,11,11000
1391,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,20,2400
1392,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,8,960
1393,2013,4,Apr,Q2,NY,New York,USA,Printer,Electronic,200,53,10600
1394,2014,3,Mar,Q1,NY,New York,USA,Mattress,Furniture,800,30,24000
1395,2014,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,1,500
